basic_molodaia_gvardiia	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Масс, Вл.	Червинский, Мих		Нет повести печальнее... [Сатирич. стихи]: Илл: В.Чижиков	Юность	1961	2	108-109
Рождественский, Роберт.			Реквием. [Стихи. С послесл. Д. Кабалевского «О «Реквиеме»]	Юность	1961	2	30-36
Буряковский, Ю.			«Личный представитель». Рассказ. Илл: Е. Бачурин	Юность	1961	2	37-39
Амлинский, Владимир.			Музыка на вокзале. Рассказ. Илл: Е. Медведев	Юность	1961	2	40-47
Варламова, Инна.			Прогулка в лесу. Рассказ. Илл: Л. Мильчин	Юность	1961	2	48-51
Волынский, Леонид.			Лицо времени. Книга о русских художниках	Юность	1961	2	53-68
Гурвич, А.			Человек учится жить. [Проблема становления характера молодого человека впроизведениях советских писателей]. Илл: Ю. Вечерский	Юность	1961	2	69-74
Масолов, Николай.			Тайна Зои Кругловой. [О подвигах советской разведчицы в годыВеликой Отечеств. войны]	Юность	1961	2	75-82
			Так мы живем. Невыдуманные рассказы: 1. А. Кряжевский. Победа. — 2. Х. Апсалямов. Вовраге. — З. Н. Ангарская. Надька. Илл: Е. Бачурин	Юность	1961	2	83-89
Анфилов, Глеб.			В преддверии биовека. [О новейших проблемах биол. науки]. Илл: В.Грибко	Юность	1961	2	93-96
Сорин, Семен.			Земля — Венера. Стихи	Юность	1961	3	1
Храмов, Евгений.			Девчонки из геологии. — Костер. — Стога. [Стихи]	Юность	1961	3	50
Павлинов, Владимир.			Убийцам Лумумбы. Стихи	Юность	1961	3	76
Стефанович, Борис.			Ради жизни. Стихи	Юность	1961	3	76
Ненарокомова, И.			Рождение города. [О планировке и застройке Железногорска.Курская обл. Очерк]	Юность	1961	3	101-102
Еремина, Нина.			В ходе матча. [Заметки баскетболистки]	Юность	1961	3	105-107
Баранов, Б.			Четвертый реванш. [О матч-реванше между чемпионом мира М. Талем иэкс-чемпионом М. Ботвинником]	Юность	1961	3	110-111
Прилежаева, М.			Пушкинский вальс. Повесть. Илл: Ю. Вечерский	Юность	1961	3	3-44
Алигер, Маргарита.			«Девочка, которая читает...» — «Как знать, на счастье иль на горе?» —Тишина. — «Милые трагедии Шекспира!..» — Третья весна. — Голос. — «Если все, с чемнельзя смириться...» [Стихи]	Юность	1961	3	45-46
Коржиков, Виталий.			Дальневосточные стихи: К открытиям, Колумбы! — Морской вокзал.— Металл. — Так начинается Россия? — Как матросы стирают робы. — Качка. —Острова Медвежьи. — Романтика. — «С Орлиной сопки...»	Юность	1961	3	47-49
