aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Сахнин, Аркадий.			На дне моря. [О моряках-черноморцах]. (Из записной книжкиписателя)	Знамя	1961	8	116-138
Фиш, Геннадий.			Норвегия рядом. [Путевые заметки]	Знамя	1961	8	139-158
Шкловский, Виктор.			Жили-были... [Из воспоминаний писателя]	Знамя	1961	8	159-199
			Разум — прогресс — коммунизм. [К проблеме отражения в советской литературе образасовременника. Ред. статья]	Знамя	1961	8	200-203
Петросян, Арфо.			Споры о наследстве. (К вопросу о создании всеобщей истории советскойлитературы)	Знамя	1961	8	204-213
Бедный, Борис.			Девчата. Повесть	Знамя	1961	8	47-90
Нагибин, Юрий.			На земле Марокко. Рассказы: У порога страны. — Мимозы. — На дороге.— Ремесло. — Нищий. — Покупка велосипеда. — О просторе. — Волюбилис — мертвыйгород. — В берберском жилище. — На верблюжьем торжище. — Две встречи. — Содом иГоморра. — Шофер Хуан. — Плата за вход. — Солдат. — Козы. — Антуан. — Кумушки.— В пальмовой роще	Знамя	1961	8	9-46
Ахмадулина, Белла.			Лирические стихи: Мазурка Шопена. — «Мы соблюдаем правилазимы...» — Бог. — Август. — Автомат с газированной водой	Знамя	1961	8	91-94
Сэйерс, Дороти			Гениальная идея мистера Бэдда. [Рассказ]. Пер. с англ: Р. Райт-Ковалева	Знамя	1961	8	95-103
Куняев, Станислав.			Своя великая судьба. Стихи	Знамя	1961	9	31
Грибачев, Николай.			Срок пришел. Стихи	Знамя	1961	9	8-9
			Отклики сердца. [Высказывания советских писателей]: А. Салынский. Счастье для всех. —М. Рыльский. Нас много на челне... — П. Бровка. О главном герое. — И. К. Чобану. Словопартии вдохновляет. [С предисл. ред.]	Знамя	1961	9	9-18
Тихонов, Н.			Из книги «Пять звезд над зеленой Землей». Стихи: Краски Чунцина. —Беседка на горе Мушмула. — На реке. — Хвала поэту. — Они взошли на Джомолунгму ссевера	Знамя	1961	9	101-106
Казаков, Юрий.			Рассказы: Вон бежит собака! — Кабиасы. — Осень в дубовых лесах	Знамя	1961	9	107-124
Марек, Иржи.			Воздушный шарик. — Юность. Новеллы. [Из сборника «Маленькиедрамы»]. Пер. с чешского Г. С. Гуляницкая	Знамя	1961	9	125-127
Марек, Иржи.			Воздушный шарик. — Юность. Новеллы. [Из сборника «Маленькиедрамы»]. Пер. с чешского Г. С. Гуляницкая	Знамя	1961	9	125-127
Зверев, Илья.			295-й километр. [Из рассказов о людях семилетки]	Знамя	1961	9	128-144
Молчанов, Н.			Как живет Франция. (Очерк политики, экономики и быта в самом сжатомвиде)	Знамя	1961	9	145-164
Фиш, Геннадий.			Норвегия рядом. [Путевые заметки]	Знамя	1961	9	165-175
Шкловский, Виктор.			Жили-были. [Из воспоминаний писателя]	Знамя	1961	9	176-187
Луговой, Вл.			Это—съезду! Стихи	Знамя	1961	9	18-19
Бровман, Г.			Во имя человека. [Тема коммунистич. морали в современной советскойлитературе]	Знамя	1961	9	188-196
