basic_molodaia_gvardiia	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Шкловский, Виктор.			Что видит «Вокруг света». [К 100-летию журнала]	Новый мир	1961	2.00	270-272
Колбановский, В. Н.			«Рабочий быт и коммунизм». [По поводу читательских откликов наодноим. статью С. Г. Струмилина в журн. «Новый мир», 1960, 7] Новый мир	Новый мир	1961	2.00	276-282
Айтматов, Чингиз.			Верблюжий глаз. Рассказ. (Авториз. пер. с киргиз: А. Дмитриева]	Новый мир	1961	2.00	54-74
Панова, В.			Проводы белых ночей. Пьеса	Новый мир	1961	2.00	7-53
Эренбург, И.			Люди, годы, жизнь. [Воспоминания]. Кн. 2	Новый мир	1961	2.00	75-121
Алигер, Маргарита.			Две встречи. (1958. 1960). Стихи: Берлин. — Веймар. — Мальчик. —Дрезден. — Издали... — Курфюрстендамм. — Поэзия и правда. — В дороге. — Мюнхен.— Нюрнберг	Новый мир	1961	3.00	3-14
Козинцев, Г.			Глубокий экран. Главы из книги	Новый мир	1961	3.00	141-172
Тендряков, В.			Суд. Повесть	Новый мир	1961	3.00	15-60
Прожогин, Н.			В Сомали. [Путевые заметки]	Новый мир	1961	3.00	173-199
Верховский, Н.			На новых землях. [О задачах развития сел. хозяйства Целинного края.Публицистич. заметки]	Новый мир	1961	3.00	200-216
Рыльский, Максим.			Лирика Тараса Шевченко. Предисл. к сборнику Т. Шевченко«Лирика», выходящему в Гослитиздате	Новый мир	1961	3.00	227-233
Коржавин, Н.			В защиту банальных истин. (О поэтич. форме)	Новый мир	1961	3.00	234-246
			Листовка-памфлет [«Последние сообщения из Версаля». 29 мая 1871 г. Публикация М.Алексеевой и С. Маневич]. К 90-летию Парижской коммуны	Новый мир	1961	3.00	282-283
Бровка, Петрусь.			Два стихотворения: Аист. — Письма. Пер. с белорус: Я. Хелемский	Новый мир	1961	3.00	61-62
Сэлинджер, Дж.			Д. Посвящается Эсме. [Рассказ  америк. писателя]. Пер. с англ: С.Митина	Новый мир	1961	3.00	63-78
Опоку, Эндрью Аманква.			Афрам. [Стихи поэта Ганы]. Пер. с англ: О. Берг	Новый мир	1961	3.00	79-81
Гхарти, Джозеф.			Харматтан. [Стихи поэта Ганы]. Пер. с англ: А. Сендык	Новый мир	1961	3.00	81-82
Паркс, Фрэнк.			Африканский рай. [Стихи поэта Ганы]. Пер. с англ: А. Сергеев	Новый мир	1961	3.00	82-84
Бреза, Тадеуш.			Бронзовые врата. (Римский дневник). [Главы из книги о Ватикане. Спредисл. ред.] Пер. с польского	Новый мир	1961	3.00	85-140
Смеляков, Ярослав.			В очереди за газетами. Стихи. Под фонарем, на перекрестке... —Пропаганда. — Вернулся товарищ. — Первый плуг. — Рязанские Мараты	Новый мир	1961	4.00	3-6
