contribution_title	aut_id	aut_viaf	aut_lastn_r	aut_firstn_r	aut_lastn_e	aut_firstn_e	journal	year	issue	start_page	end_page	pagetotal
Варяжский берег. Норвежское разноязычие. — Второе «дело Буде». —Девочка Ваня. [Из заграничных впечатлений]	25535833	25535833	Фиш	Геннадий	Fish	Gennadii	Наш современник	1961	6	191	209	19
Путешествия в страну детства. [Критич. заметки]	3055		Жак	Л	Zhak	L	Наш современник	1961	6	210	223	14
Сергей Никитин. [О творчестве писателя]	459		Лапшин	М	Lapshin	M	Наш современник	1961	6	224	233	10
Былые годы. Михаил Кольцов и Ефим Зозуля. — Новиков-Прибой. —Матэ Залка. [Воспоминания]	5028		Левин	Кирилл	Levin	Kirill	Наш современник	1961	6	234	247	14
Старики Высотины. Рассказ	2005		Волков	Олег	Volkov	Oleg	Наш современник	1962	1	3	24	22
Дорога сквозь заросли. Рассказ	5.05E+03		Лукашевич	Вадим	Lukashevich	Vadim	Наш современник	1962	1	25	46	22
Мимо. Рассказ	6115		Почивалин	Н	Pochivalin	N	Наш современник	1962	1	47	63	17
Утренней зарею. Лирич. трилогия [в стихах]	9071		Садофьев	Илья	Sadof'ev	Il'ia	Наш современник	1962	1	76	78	3
Земля ярославская. [Стихи]: Сена стог. ? На Ухтоме-реке. ? ?Когда онмчался, как звезда...?	3074		Зашибина	Ольга	Zashibina	Ol'ga	Наш современник	1962	1	79	80	2
«Рисунок слова обозначит...» [Стихи]	8074		Фоломин	Федор	Folomin	Fedor	Наш современник	1962	1	81	81	1
По прочтении сжечь. Повесть	58652666	58652666	Ким	Роман	Kim	Roman	Наш современник	1962	1	82	147	66
Огни на Каме. [О строителях Воткин. ГЭС]. Очерк	84947487	84947487	Рощин	М	Roshchin	M	Наш современник	1962	1	148	166	19
Волшебный рост и тайна двойных урожаев. [О действии гиббереллина на с.-х.растения]. Очерк	119402159	119402159	Ложечко	А	Lozhechko	A	Наш современник	1962	1	167	174	8
На темы деревни. [Очерки]: Возвращение к судьбе Ивана Чупрова. — Оборьбе с шаблоном. — Разговор с ...книгой	2010		Буковский	К	Bukovskii	K	Наш современник	1962	1	175	192	18
Размышления о труде творческом и механическом. [Заметкиагронома]	9135		Артюков	Николай	Artiukov	Nikolai	Наш современник	1962	1	193	199	7
Споры о современном очерке	84338369	84338369	Канторович	Владимир	Kantorovich	Vladimir	Наш современник	1962	1	223	233	11
Сергей Антонов. [Творческий портрет]	78827096	78827096	Огнев	Александр	Ognev	Aleksandr	Наш современник	1962	1	234	240	7
Дела семейные. Повесть. Ч. 1. [С предисл. ред.]	5866706	5866706	Либединский	Ю	Libedinskii	Iu	Наш современник	1962	2	3	64	62
Зубы. Рассказ	85712935	85712935	Померанцев	Владимир	Pomerantsev	Vladimir	Наш современник	1962	2	65	78	14
Радуга. — Вечный огонь. — «Как мне досадны докучные речи...» — Сосны Райниса. — «Неужели за чертою.» [Стихи]	13370348	13370348	Рождественский	Вс	Rozhdestvenskii	Vs	Наш современник	1962	2	79	81	3
Подарок. — Хозяйка. — Шахта. [Стихи]	189726918	189726918	Ваншенкин	Константин	Vanshenkin	Konstantin	Наш современник	1962	2	82	82	1
Письмо Ленину от крестьян деревни Кокушкино. — Моя гордость. [Стихи]. Пер. с татар: Я. Смеляков	80928770	80928770	Хаким	Сибгат	Khakim	Sibgat	Наш современник	1962	2	83	84	2
По прочтении сжечь. Повесть	58652666	58652666	Ким	Роман	Kim	Roman	Наш современник	1962	2	85	125	41
Последние рыцари. Рассказ. [С послесл. Ф. И. Кулешова]	44330008	44330008	Куприн	А И	Kuprin	A I	Наш современник	1962	2	126	136	11
