aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
			Мои замечания публицисту. [По поводу статьи И. Винниченко «К этому все идет! (Мысли о будущем деревни)» в альманахе «Наш современник» 1959 4. С прил. ответа И. Винниченко«Мой ответ оппоненту»]	Наш современник	1960	1	245-248
Ковалевский, Вячеслав			Не бойся смерти. 2-я. ч. повести «Брат и сестра»	Наш современник	1960	1	3-122
Зенкевич, Михаил			Один день. Стихи	Наш современник	1960	2	175
Сутоцкий, С			Ленин — сегодня и завтра всего человечества. [К 90-летию со дня рождения В. И. Ленина]	Наш современник	1960	2	1-7
Петухов, Юрий			Заблудший. Рассказ	Наш современник	1960	2	139-157
Нагибин, Юрий			Туман. Рассказ	Наш современник	1960	2	158-171
Левушкин, Анатолий			Журавли. Стихи	Наш современник	1960	2	175-176
Голубков, Дмитрий			Дубы. — У горняков Тырны-Ауза. — Ведро.[Стихи]	Наш современник	1960	2	176-178
Тюрин, Михаил			Социализм и личность	Наш современник	1960	2	181-197
Перемыслов, А			Завтра наших городов и сел.  (Заметки архитектора)	Наш современник	1960	2	198-209
Арткжов, Николай			Много хороших и разных.   [Заметки о культивировании трав]	Наш современник	1960	2	210-222
Саламатин, Н. С			«Бродяга» находит работу. [К вопросу о выращивании донника. Письмо в ред. агронома колхоз-а им.Куйбышева. Альшеевский район Башкир. АССР]	Наш современник	1960	2	222-223
Лещенко, К			Необходимое пояснение.  [В связи со статьей Ю. Капусто «Гомеопатия и факты», опублик. в альманахе «Нашсовременник» 1959 4]	Наш современник	1960	2	224-225
Фоменко, Л			В едином потоке. (Заметки о журнальной прозе 1959 г.)	Наш современник	1960	2	226-237
Мурзиди, Константин			Минувшим летом. (Северодвинскиезарисовки)	Наш современник	1960	2	3-85
Ребрин, Петр			Свет от людей. (Из сибирских впечатлений)	Наш современник	1960	2	86-138
Фокина, Ольга			Уезжая учиться. Стихи	Наш современник	1960	3	146
Соложенкина, Светлана			«Меня дразнили дочкой папиной...» Стихи	Наш современник	1960	3	147
Ромов, Анатолий			Весна. Стихи	Наш современник	1960	3	147
Шавырин, Ю			Акварель. Стихи	Наш современник	1960	3	148
Брагин, Анатолий			Гуси. Стихи	Наш современник	1960	3	148
Айтмуратов, Даулен			Великодушный. Басня. Пер. с каракалп: В. Корчагин	Наш современник	1960	3	149
Еремеев, Глеб			Елочка. Стихи	Наш современник	1960	3	149
Ушаков, Дмитрий			«Я право свое предъявляю на Север...» Стихи	Наш современник	1960	3	150
Солоухин, Владимир			На Колокше. (Дорожный этюд)	Наш современник	1960	3	136-145
Беседин, Н			«Девушка дробила ломом лед...» Стихи	Наш современник	1960	3	146-147
Ким, Роман			Кобра под подушкой. Повесть	Наш современник	1960	3	151-177
Ахматова, Анна			Стихи разных лет: «Все это разгадаешь ты один...» — Портрет автора в молодости. — «Где на четырех высоких лапах...» — Из цикла «Тайны ремесла». — Первое возвращение	Наш современник	1960	3	178-179
Лапшин, М			Таланты и штампы. [Лит. заметки]	Наш современник	1960	3	180-189
Полевой, Борис			Не был, а есть. (Об И. Рябове). [Лит. портрет]	Наш современник	1960	3	190-196
Керженцев, Н. И			Думы о лесе. [Отклик на статью П. Казакова и И. Ремизова «Сохраним российские леса», опублик. в альманахе «Наш современник», 1960,  № 1]	Наш современник	1960	3	197-205
Ковалевский, А. Д			Больше молчать нельзя! (О судьбе алтайских кедров). [К вопросу о переводе лесхозов на хозрасчет]	Наш современник	1960	3	206-212
Кузнецов, П. И			Еще о системе Т. С. Мальцева. [К дискуссии по основным проблемам земледелия]	Наш современник	1960	3	212-221
Мчедлишвили, Г. И			Гречневая каша. [О возделывании гречихи]	Наш современник	1960	3	222-224
Рутько, Арсений			Пленительная звезда. Повесть	Наш современник	1960	3	4-88
Чихаев, Петр			Кремень. — Родник. — В подмосковном лесу. [Стихи]	Наш современник	1960	3	89-90
Вышеславский, Леонид			Я посетил тот уголок земли... [Стихи]: Сосны в Михайловском. — Сороть. — Савкина горка	Наш современник	1960	3	90-91
Шабаев, Э			Прощай, зимовье! Повесть	Наш современник	1960	3	92-135
Рыленков, Николай			Я не боялся высоты. — «Какая силаколдовская...» [Стихи]	Наш современник	1960	4	96
Дементьев, Андрей			Дорога в завтра. Поэма	Наш современник	1960	4	3-25
Ким, Роман			Кобра под подушкой. Повесть	Наш современник	1960	4	100-139
Бритвин, Владимир			В разлив... [Рыбный промысел на Волге].(Волжские очерки)	Наш современник	1960	4	140-194
Пешкин, Илья			Рабочие будни. [Из заводских зарисовок   о«Красном пролетарии»]	Наш современник	1960	4	195-222
Калниньш, А. И			Природу будем беречь! [Отклик на статью П.Казакова и И. Ремизова «Сохраним российские леса», опублик. в альманахе «Наш современник» 1960 4].	Наш современник	1960	4	223-225
Андросов, Д. В			Надо решать! [К вопросу о переводе лесхозов нахозрасчет]	Наш современник	1960	4	230-232
Ильин, И. Р			К дискуссии по проблемам земледелия. [Альманах«Наш современник»]	Наш современник	1960	4	232-234
Дюжиков, А. Т			О рыбе и рыбном промысле. [В связи с очерками В.С. Бр,итвина «В разлив», в альманахе «Наш современник» 1960 4.Письмо в ред.]	Наш современник	1960	4	234-236
Хохлов, В. Д			В чем прав и в чем не прав И. С. Юньев. [По поводустатьи И. С. Юньева «Нужно общество краеведов» в альманахе«Наш современник» 1960 1]	Наш современник	1960	4	237-238
Здравомыслов, Я. И			Доказывайте наукой, а не запретом. [По поводустатьи А. Бакулева, Н. Блохина, П. Сергиева [и др.] «Ложнаямудрость гомеопатши» в газ. «Известия», 1960, 8 апр.Письмо в ред.  С примеч. ред.]	Наш современник	1960	4	238-240
Знаменский, Анатолий			Песнь песней. Рассказ	Наш современник	1960	4	26-41
Сидоренко, Николай			Дзинтарн зимой. — Лесная сказка. — Черезлуг. — Бессонница. — «Над зеленью листвы синеет небо...» [Стихи]	Наш современник	1960	4	97-99
Первомайский, Леонид			Воровка. Рассказ. Пер. с укр: А. Громова	Наш современник	1960	5	104-109
Савостин, Николай			Доктор из Уругуя. Рассказ	Наш современник	1960	5	110-120
Карим, Мустай			Где каштаны цветут. Из чехословацкой тетради. [Стихи]: Смотримне в глаза. — Она любила березы. — Щегол зерна клюет.— Воспоминания о Ташкенте.Пер. с башкир: М. Светлов	Наш современник	1960	5	121-124
Ерикеев, Ахмед			Из сердца гор... «Когда проходит в праздности мой день...» [Стихи].Пер с татар: В Звягинцева	Наш современник	1960	5	124-125
Ноутон, Б			Поздно вечером на Уотлинг-стрит. — Фонарщик Тэдди. [Новеллы]. Пер.с англ: А. Горский	Наш современник	1960	5	129-148
Новосельнова, Нина			Ангара. — Ли. — Чужая жена. [Стихи]	Наш современник	1960	5	150-151
Борин, А			Спорят заводы и люди. Очерк	Наш современник	1960	5	152-172
Рожин В. П			Откуда взялись слабые колхозы и как с ними быть. (Заметкиэкономиста)	Наш современник	1960	5	173-188
Ваксберг, Аркадий			Любовь и закон. (Заметки адвоката)	Наш современник	1960	5	189-203
Гельцер, Ф. Ю			О чем мы спорим. [К дискуссии по основным проблемам земледелияв альманахе «Наш современник»]	Наш современник	1960	5	204-210
			Наш взгляд на судьбу лесов. [Отклик на статью П. Казакова и И. Ремизова«Сохраним российские леса» в альманахе «Наш современник» 1960 1]	Наш современник	1960	5	210-213
Солдатов, А. Г			Нужен съезд лесоводов. [Отклик на статью П. Казакова и И.Ремизова «Сохраним российские леса» в альманахе «Наш современник»	Наш современник	1960	5	213-215
Миронов, А. П			От имени лесников. [Отклик на статью П. Казакова и И. Ремизова«Сохраним российские леса» в альманахе «Наш современник» 1960 1]	Наш современник	1960	5	216-217
Парфенов, В			Наш ответ А. Д. Ковалевскому. [К вопросу о переводе лесхозов нахозрасчет. По поводу статьи А. Д. Ковалевского «Больше молчать нельзя!» в альманахе«Наш современник» 1960 3, С прил. ответа А. Д. Ковалевского «Мой ответ В.Парфенову»]	Наш современник	1960	5	217-222
Рубашкин, А			Люди и тени. (Образ человека в соврем. очерке)	Наш современник	1960	5	223-235
Буковский, К			Не надо ни защищать, ни уводить. [Заметки об очерковом жанре].(Реплика критику)	Наш современник	1960	5	236-244
Лидии, Вл			Из книги «Люди и встречи»	Наш современник	1960	5	245-255
Босняцкий, Евгений			Вся жизнь впереди. Повесть. Ч. 2	Наш современник	1960	5	3-103
Фиш, Геннадий.			Варяжский берег. Норвежское разноязычие. — Второе «дело Буде». —Девочка Ваня. [Из заграничных впечатлений]	Наш современник	1961	6	191-209
Радимов, Павел.			Осенние осы. — Зимний сказ. — Дубовая роща. [Стихи]	Наш современник	1961	1	45
Качаев, Виталий.			На полевом стане. — Полдень. [Стихи]	Наш современник	1961	1	164
Мельников, Юрий.			Осенний снег. — Утром. — Сторожка. — Дом. — Море. [Стихи]	Наш современник	1961	1	162-163
Писаржевский, Олег.			Это касается всех. [Об охране природы]	Наш современник	1961	1	165-185
Бочкарев, М. М.			К дискуссии о лесе. [Ответ нач. Главлесхоза РСФСР на выступления участников дискуссии в альманахе «Наш современник»]	Наш современник	1961	1	186-189
Сытин, Виктор.			Совсем немного Парижа. [Путевые заметки]	Наш современник	1961	1	190-205
Залесский, Виктор.			О красоте подлинной и мнимой. [Заметки о советской драматургии]	Наш современник	1961	1	206-224
Осетров, Евгений.			Писатель в газете. Воспоминания об А. Колосове	Наш современник	1961	1	225-236
Фейнберг, И.			Толстой и записки Болховского	Наш современник	1961	1	237-240
Приставкин, Анатолий.			Страна Лэпия. Повесть	Наш современник	1961	1	3-42
Рождественский, Всеволод.			Стансы. — Осень. — Петух. — «О русской природе, о милой природе...» [Стихи]	Наш современник	1961	1	43-44
Збанацкий, Ю.			Единственная. Повесть. Пер. с укр: Б. Зубавин	Наш современник	1961	1	46-161
Голубков, Дм.			Гроза. — Белая ночь. [Стихи]	Наш современник	1961	2	43
Пешкин, Илья.			Тагильская новь. [О Нижне-Тагильском металлургич. комбинате им. Ленина. Очерк]	Наш современник	1961	2	147-163
			Труд напряженный, самозабвенный. [Задачи литературы в свете решений январского Пленума ЦК  КПСС]	Наш современник	1961	2	164-171
Канторович, Владимир.			Портретный очерк. Заметки писателя	Наш современник	1961	2	172-183
Коваленков, А.			Диалектика мысли и языка [в произведениях В. И. Ленина]. Лит. заметки	Наш современник	1961	2	184-192
Фоменко, Лидия.			Время зовет. О худож. прозе 1960 г	Наш современник	1961	2	194-211
Лапшин, М.			Василий Кубанев. [Поэт. 1921-1942]	Наш современник	1961	2	212-224
Меркулов, Андрей.			Дорога под парусами. Повесть	Наш современник	1961	2	3-40
Тряпкин, Николай.			Сколько вьюг прошумело... — «Хорошо ребята быть поэтом...» — «Как эта стая молодых скворцов...» [Стихи]	Наш современник	1961	2	41-42
Мурзиди, Константин.			Зимние дни. Северодвинские зарисовки	Наш современник	1961	2	44-146
Бондарин, Сергей.			Два рассказа: Никола на водах. — Гроздь винограда	Наш современник	1961	3	104-115
Соколова, Наталья.			Листки из блокнота. [Рассказы]: На читательской конференции. —Хороший адрес	Наш современник	1961	3	116-125
Померанцев, Владимир.			В защиту суда	Наш современник	1961	3	135-147
Дуров, Ю. В.			Здравствуй, цирк! [Артист-дрессировщик о своем творческом пути]. Лит.обработка и предисл. Н. Сотникова	Наш современник	1961	3	148-164
Дружинин, Владимир.			На Цейлоне. [Путевые заметки]	Наш современник	1961	3	165-182
Шаблиовский, Е. С.			Традиции Шевченко и революционная демократия 60—80 годов. К100-летию со дня смерти Т. Г. Шевченко	Наш современник	1961	3	183-194
Эльяшевич, Арк.			Литературные герои пятидесятых годов. [О произведениях советскихавторов]	Наш современник	1961	3	203-224
Кудреватых, Л.			Друзья-правдисты. [Из воспоминаний об А. И. Колосове и И. А. Рябове]	Наш современник	1961	3	225-238
Плескачевский, М.			К спору об очерке. [К дискуссии в альманахе «Наш современник»]	Наш современник	1961	3	239-240
Ивашечкин, Мих.			Мысли вслух. Из дневника секретаря райкома. Лит. ред. Я. Фоменко	Наш современник	1961	3	3-41
Сидоренко, Николай.			Осенняя поэма. [Стихи]	Наш современник	1961	3	42-47
Белов, В.			Деревня Бердяйка. Повесть	Наш современник	1961	3	48-87
Марков, Сергей.			Глиняный рай. [Стихи]	Наш современник	1961	3	88-90
Астафьев, В.			Еловая ветка. Рассказ	Наш современник	1961	3	95-103
Звягинцева, Вера.			Один день. — Разговор с музой. [Стихи]	Наш современник	1961	4	41
Авраменко, Сергей.			О дружбе. Стихи	Наш современник	1961	4	48
Иванов, Леонид.			Свежая струя. Очерк	Наш современник	1961	4	112-159
Ваксберг, Аркадий.			Итак, любовь... [К вопросу об изменении законодательства о браке]	Наш современник	1961	4	160-171
Алпатов, В. В.			Проблема долголетия человека	Наш современник	1961	4	172-184
Краснов, Ю.			Спутники нашего быта. [К вопросу о бытовой технике]. Заметки экономиста	Наш современник	1961	4	185-191
Шеховцов, И.			Образ современника в очерке	Наш современник	1961	4	192-201
Левин, Кирилл.			Былые годы. [О лит. жизни Москвы в 20-е годы. Воспоминания писателя]	Наш современник	1961	4	207-229
			«Откуда взялись слабые колхозы и как с ними быть». Обзор писем читателей [в связи содноим. статьей В. П. Рожина в альманахе «Наш современник» 1960 5].	Наш современник	1961	4	230-239
Юрченко, Федор.			Гудят провода. — Следы. — Руки отца. [Стихи]	Наш современник	1961	4	42-43
Коршунов, Анатолии.			Сосны. — Юность. — Волга. — «Чемодан собрав, швырнул накойку...» — Девчонка. [Стихи]	Наш современник	1961	4	44-45
Коршунов, Анатолии.			Сосны. — Юность. — Волга. — «Чемодан собрав, швырнул накойку...» — Девчонка. [Стихи]	Наш современник	1961	4	44-45
Боровиков, Михаил.			Целинная гвоздика. — Обелиск. [Стихи]	Наш современник	1961	4	46-47
Глущенко, Валентин.			Мишка Демин. Повесть	Наш современник	1961	4	49-111
Виноградов, Иван.			Земля — небо — земля. Повесть	Наш современник	1961	4	8-40
Ковалев, Василий.			Уголь. [Стихи]	Наш современник	1961	5	68
Кудреватых, Л.			Запевала из Кольцовки. [Очерк о пред. колхоза им. Ленина С. К.Короткове. Вурнар. район Чуваш. АССР]	Наш современник	1961	5	137-151
Перемыслов, А.			Дом нового человека. [Заметки архитектора]	Наш современник	1961	5	152-171
Поспелов, Геннадий.			Шагай, Сибирь! [Коммунистич. строительство в Сибири. Очерк]	Наш современник	1961	5	172-188
Дружинин, В.			По Индонезии. Из заграничных впечатлений	Наш современник	1961	5	189-214
Залесский, В.	Кузнецова, И		Слово о кино	Наш современник	1961	5	215-231
Леонтьев, Николай.			Краснословье. [Русские образные речения. Из записной книжкиписателя]	Наш современник	1961	5	237-239
Мурзиди, Константин.			Новая весна. Северодвин. зарисовки	Наш современник	1961	5	69-121
Володин, Борис.			Я встану справа. Повесть	Наш современник	1961	5	8-65
Авдеев, Юрий.			Ночь и песня. [Стихи]	Наш современник	1961	6	88
Корнеев, Николай.			Ранним утром. [Стихи]	Наш современник	1961	6	89
Полянский, Егор.			Черный хлеб. [Стихи]	Наш современник	1961	6	89
Григорьева, Надежда.			«Безгрешные боги Эллады...» — «Опять звезде в окне не спится...»[Стихи]	Наш современник	1961	6	90
Казанский, Василий.			Утро. [Стихи]	Наш современник	1961	6	139
Симоненок, Венедим.			Мой океан. [Стихи]	Наш современник	1961	6	141
Ахматова, Анна.			Ночные видения. Из тетради военных лет. — Конец демона.[Стихи]	Наш современник	1961	6	138-139
Дементьев, Андрей.			Пятигорские встречи: «В эту ночь ему опять не спится...» —«Дымится гора Машук...» [Стихи]	Наш современник	1961	6	139-140
Капусто, Ю.			Портретные зарисовки: Коровий курорт. — Крутые горки. —Всегда в пути.—До неба рукой подать	Наш современник	1961	6	142-176
Пешкин, И.			Ясный горизонт. Заметки о коммунистич. труде	Наш современник	1961	6	177-190
Жак, Л.			Путешествия в страну детства. [Критич. заметки]	Наш современник	1961	6	210-223
Лапшин, М.	Чесноков, Ж		Сергей Никитин. [О творчестве писателя]	Наш современник	1961	6	224-233
Левин, Кирилл.			Былые годы. Михаил Кольцов и Ефим Зозуля. — Новиков-Прибой. —Матэ Залка. [Воспоминания]	Наш современник	1961	6	234-247
Иванусьева, Людмила.			След рождает дорогу. Таежная повесть	Наш современник	1961	6	8-87
Нариньяни, Семен.			Опасный возраст. Комедия в 3 д., 7 карт	Наш современник	1961	6	91-137
Фоломин, Федор.			«Рисунок слова обозначит...» [Стихи]	Наш современник	1962	1	81
Волков, Олег.			Старики Высотины. Рассказ	Наш современник	1962	1	3-24
Рощин, М.			Огни на Каме. [О строителях Воткин. ГЭС]. Очерк	Наш современник	1962	1	148-166
Ложечко, А.			Волшебный рост и тайна двойных урожаев. [О действии гиббереллина на с.-х.растения]. Очерк	Наш современник	1962	1	167-174
Буковский, К.			На темы деревни. [Очерки]: Возвращение к судьбе Ивана Чупрова. — Оборьбе с шаблоном. — Разговор с ...книгой	Наш современник	1962	1	175-192
Артюков, Николай.			Размышления о труде творческом и механическом. [Заметкиагронома]	Наш современник	1962	1	193-199
Сытин, В.			Совсем немного Парижа. [Путевые заметки]	Наш современник	1962	1	200-222
Канторович, Владимир.			Споры о современном очерке	Наш современник	1962	1	223-233
Огнев, Александр.			Сергей Антонов. [Творческий портрет]	Наш современник	1962	1	234-240
Лукашевич, Вадим.			Дорога сквозь заросли. Рассказ	Наш современник	1962	1	25-46
Почивалин, Н.			Мимо. Рассказ	Наш современник	1962	1	47-63
Садофьев, Илья.			Утренней зарею. Лирич. трилогия [в стихах]	Наш современник	1962	1	76-78
Зашибина, Ольга.			Земля ярославская. [Стихи]: Сена стог. — На Ухтоме-реке. — «Когда онмчался, как звезда...»	Наш современник	1962	1	79-80
Ким, Роман.			По прочтении сжечь. Повесть	Наш современник	1962	1	82-147
Ваншенкин, Константин.			Подарок. — Хозяйка. — Шахта. [Стихи]	Наш современник	1962	2	82
Куприн, А. И.			Последние рыцари. Рассказ. [С послесл. Ф. И. Кулешова]	Наш современник	1962	2	126-136
Аников, Владимир.			Путь в снегах. Очерк	Наш современник	1962	2	137-165
Титов, Василий.			Думы о дорогах. Очерк	Наш современник	1962	2	166-182
Гарин, Семен.			За Полярным кругом. [Настоящее и будущее Мурман. экон. района]. Очерк	Наш современник	1962	2	183-194
Ваксберг, Аркадий.			День в суде. [О такте судьи в бракоразводном процессе]	Наш современник	1962	2	195-206
Ляпунов, Борис.			Мечта и космос. [Вопрос обитаемости планет и освещение его в фантастич. литературе]	Наш современник	1962	2	207-216
Фоменко, Лидия.			Предела нет. О худож. прозе 1961 г	Наш современник	1962	2	217-231
Шеховцов, И.			Анатолий Калинин. [Лит. портрет]	Наш современник	1962	2	232-240
Либединский, Ю.			Дела семейные. Повесть. Ч. 1. [С предисл. ред.]	Наш современник	1962	2	3-64
Померанцев, Владимир.			Зубы. Рассказ	Наш современник	1962	2	65-78
Рождественский, Вс.			Радуга. — Вечный огонь. — «Как мне досадны докучные речи...» — Сосны Райниса. — «Неужели за чертою.» [Стихи]	Наш современник	1962	2	79-81
Хаким, Сибгат.			Письмо Ленину от крестьян деревни Кокушкино. — Моя гордость. [Стихи]. Пер. с татар: Я. Смеляков	Наш современник	1962	2	83-84
Ким, Роман.			По прочтении сжечь. Повесть	Наш современник	1962	2	85-125
Дружинин, Павел.			Наследнику. Стихи	Наш современник	1962	3	115
Левушкин, Анатолий.			Бабье лето. Стихи	Наш современник	1962	3	116
Симоненок, Венедим.			Знамя. — Подруге. [Стихи]	Наш современник	1962	3	118
Симоненок, Венедим.			Знамя. — Подруге. [Стихи]	Наш современник	1962	3	118
Тихонов, Игорь.			Встречают ребятишки эшелон... Стихи	Наш современник	1962	3	119
Голубков, Дм.			«Мы мало стоим, в мир детьми войдя...» — Рассветная земля. [Стихи]	Наш современник	1962	3	115-116
Созинова, Нинель.			Память. — Родина моя. [Стихи]	Наш современник	1962	3	117-118
Минач, Владимир.			Талант. [Рассказ]. Пер. со словац: В. Чешихина	Наш современник	1962	3	120-136
Буковский, К.			«Подлесные». Из сел. впечатлений	Наш современник	1962	3	137-161
Писаржевский, Олег.			На главном направлении. [О создании материально-техн. базы коммунизма]	Наш современник	1962	3	162-183
Короленко, В. Г.			По «новой» русской дороге («движение открыто»). С натуры. [Очерк. Публикация А. В. Храбровицкого. С предисл. ред.]	Наш современник	1962	3	184-191
Жак, Л.			Ленинская тема сегодня. [Образ В. И. Ленина в литературе]	Наш современник	1962	3	216-229
Макарова, Алла.			Большое сердце. [Из воспоминаний о М. М. Пришвине]	Наш современник	1962	3	241-248
Либединский, Ю.			Дела семейные. Повесть	Наш современник	1962	3	3-52
Носов, Евгений.			Рассказы: Мост. — Алим едет на Кавказ. — Шуба	Наш современник	1962	3	53-75
Родин, Николай.			Медуница. Рассказ	Наш современник	1962	3	76-88
Рощин, Мих.			В конце августа. Рассказ	Наш современник	1962	3	89-114
Ряжских, Владлен.			Небо. — «Ямщиками опеты...» [Стихи]	Наш современник	1962	4	135
Есенин, Сергей.			Неизвестные строки Сергея Есенина. [Стихи]: «Не в моего ты бога верила...» — «Закружилась пряжа снежистого льна...»	Наш современник	1962	4	183
Полторацкий, В.			Мещерские реки. [Стихи]: Судогда. — Поля. — Гусь. — Бужа. — Ока	Наш современник	1962	4	3-4
Калиновский, Г.			Забытая история. Рассказ	Наш современник	1962	4	118-130
Крандиевская-Толстая, Н.			Ленинград (1941—1943). [Стихи]: За водой. — В кухне. — «В три дня с ледоходом управиться...» —«По радио дали тревоги отбой...» — «Старик Кутузов...»	Наш современник	1962	4	131-134
Теннесси, Уильямс.			Проклятие. Новелла [америк. писателя]. Пер. с англ: В. Голышев	Наш современник	1962	4	136-146
Пешкин, И.			За Московской заставой. [Об отношении молодых рабочих к труду. По данным анкеты лаборатории социол. исследований философ. фак. Ленингр. ун-та на заводе «Электросила»]	Наш современник	1962	4	147-166
Ильинский, Всеволод.			Иртыш начинается с моря. Путевые заметки	Наш современник	1962	4	167-182
Есенин, С. А.			Письма С. А. Есенина: Г. А. Панфилову. — И. К. Коробову. — И. И. Шнейдеру. — А. Б. Мариенгофу. — П. И. Чагину. — Н. Н. Накорякову [1913—1925 гг. Подгот. к печати Е. А. Динерштейн]	Наш современник	1962	4	184-190
Баруздин, Сергей.			Отчет о поездке в США и почему я написал этот отчет	Наш современник	1962	4	191-209
Лапшин, М.			Георгий Радов. [Лит. портрет]	Наш современник	1962	4	223-232
Ирошникова, И.			Трудное лето. Повесть. [Напеч. с сокращениями]	Наш современник	1962	4	5-117
Тетцоев, Таймураз.			«Как арба проезжала с соломой...» Стихи. Пер. с осет: Дм. Голубков	Наш современник	1962	5	119
Яндиев, Д.			Сонет об актуальности. Стихи. Пер. с ингуш	Наш современник	1962	5	119
Отаров, Керим.			Тропа. Стихи. Пер. с балкар	Наш современник	1962	5	119
Нефедов, Петр.			Старый перевал. Стихи	Наш современник	1962	5	120
Никитин, С.			Горькая ягода. Рассказ	Наш современник	1962	5	103-114
Лядов, Андрей.			Гостья. — Два слова. — На заливе. [Стихи]	Наш современник	1962	5	116-118
Мпхахлеле, Эзекайл.			Живой и мертвый. [Новелла африк. писателя]. Пер. с англ: С.Митина	Наш современник	1962	5	125-133
Бондарин, Сергей.			Разговор со сверстником. [О лит. встречах 20—30-х годов. Извоспоминаний]	Наш современник	1962	5	175-192
Кудреватых, Л. Н.			П. Смирнов-Сокольский. [1898—1962]	Наш современник	1962	5	193-199
Шишов, Виктор.			«Пафос литературы молодых	Наш современник	1962	5	200-203
Астахов, И.			О прекрасном в искусстве	Наш современник	1962	5	204-216
Федоренко, Ф.			Спор двух светил. — Знатный предок. — Подхалимаж. — Коллеги. —Точка зрения. [Басни]	Наш современник	1962	5	222-223
Рутько, Арсений.			Сквозь сердце. Повесть	Наш современник	1962	5	3-85
Давыдов, И.			Ксеня и я. Рассказ	Наш современник	1962	5	86-102
Сажин, Петр.			Сирень. Роман	Наш современник	1962	6	5-1
Боков, Виктор.			Хвастай, Москва! — «Когда у музы выходной...» —Тем, кто спешитпечататься. — Сберкнижка. — Писарь. —Журавли. [Стихи]	Наш современник	1962	6	111-11
Звягинцева, Вера.			Вечерний свет. — Тишина. — Искусство. [Стихи]	Наш современник	1962	6	114-11
Подляшук, Павел.			«Для памяти на завтра». [О дир. Перов. завода торг. машиностроения С.М. Медведеве. Очерк]	Наш современник	1962	6	116-13
Залесский, Виктор.			Раздумья перед занавесом. [Заметки о советском театре идраматургии]	Наш современник	1962	6	168-18
Фиш, Геннадий.			В стране гейзеров. Из поездки по Исландии	Наш современник	1962	6	190-208
Жак, Л.			В творческой мастерской М. Горького	Наш современник	1962	6	209-21
Кутов, Ник.			«У нас на севере, на севере...» Стихи	Наш современник	1963	1	15
Чихачев, Петр.			Календарь. Стихи	Наш современник	1963	1	152
Эрлих, А.			Сашка Нетак. Рассказ	Наш современник	1963	1	129-151
